,source,target,link_type,weight,source_type,dataset_x,source_country,target_type,target_country,count
96,Amanda Mckenzie,Mar del Oeste Pic,ownership,0.913723,person,MC1,Oceanus,company,Vesperlandia,2
97,Amanda Mckenzie,Mar del Oeste Pic,ownership,0.827603,company,MC1,Vesperlandia,person,Oceanus,2
98,Amanda Mckenzie,SeaSpray Wave SRL Solutions,partnership,0.830771,person,MC1,Oceanus,,,2
99,Amanda Mckenzie,SeaSpray Wave SRL Solutions,partnership,0.831555,,MC1,,person,Oceanus,2
112,78135,79139,ownership,0.831885,organization,MC1,,organization,,2
113,78135,79139,ownership,0.802004,organization,MC1,,organization,,2
120,28,83,partnership,0.897822,organization,MC1,,organization,,2
121,28,83,partnership,0.828224,organization,MC1,,organization,,2
130,838200939,860600018,partnership,0.922047,organization,MC1,,political_organization,,2
131,838200939,860600018,partnership,0.851231,political_organization,MC1,,organization,,2
134,1560,829,ownership,0.880239,organization,MC1,,organization,,2
135,1560,829,ownership,0.841754,organization,MC1,,organization,,2
140,57,Luis Jones,partnership,0.958535,political_organization,MC1,,person,Riodelsol,2
141,57,Luis Jones,partnership,0.949109,person,MC1,Riodelsol,political_organization,,2
142,57,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.905261,political_organization,MC1,,location,,2
143,57,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.973083,location,MC1,,political_organization,,2
144,17232,57,partnership,0.931179,political_organization,MC1,,political_organization,,2
145,17232,57,partnership,0.891313,political_organization,MC1,,political_organization,,2
146,51,57,partnership,0.926528,political_organization,MC1,,political_organization,,2
147,51,57,partnership,0.921497,political_organization,MC1,,political_organization,,2
148,57,f810c631-9f7d-4219-ade0-b44c4c9abf62,ownership,0.926083,political_organization,MC1,,location,,2
149,57,f810c631-9f7d-4219-ade0-b44c4c9abf62,ownership,0.942602,location,MC1,,political_organization,,2
150,57,Melissa Norman,ownership,0.829233,political_organization,MC1,,person,Country_615819,2
151,57,Melissa Norman,ownership,0.888378,person,MC1,Country_615819,political_organization,,2
152,Tian,dup18,ownership,0.826983,vessel,MC1,,vessel,,2
153,Tian,dup18,ownership,0.820332,vessel,MC1,,vessel,,2
160,23777,28,partnership,0.888459,organization,MC1,,organization,,2
161,23777,28,partnership,0.879812,organization,MC1,,organization,,2
162,28,Playa del Cielo Kga,partnership,0.802796,organization,MC1,,company,Rio Isla,2
163,28,Playa del Cielo Kga,partnership,0.879232,company,MC1,Rio Isla,organization,,2
164,903311212,png xi  Line,ownership,2.631742,company,MC1,Country_628643,organization,,2
165,903311212,png xi  Line,ownership,2.637258,organization,MC1,,company,Country_628643,2
166,903311212,png xi  Line,partnership,4.252318,company,MC1,Country_628643,organization,,2
167,903311212,png xi  Line,partnership,1.743072,organization,MC1,,company,Country_628643,2
176,Ocean Fisheries Llc,png xi  Line,partnership,3.356761,company,MC1,Country_628643,,,2
177,Ocean Fisheries Llc,png xi  Line,partnership,1.798556,,MC1,,company,Country_628643,2
178,Ocean Fisheries Llc,png xi  Line,ownership,1.646378,company,MC1,Country_628643,,,2
179,Ocean Fisheries Llc,png xi  Line,ownership,3.349665,,MC1,,company,Country_628643,2
182,SeaSpray Wave SRL Solutions,png xi  Line,ownership,2.500367,company,MC1,Country_628643,,,2
183,SeaSpray Wave SRL Solutions,png xi  Line,ownership,0.851496,,MC1,,company,Country_628643,2
184,SeaSpray Wave SRL Solutions,png xi  Line,partnership,3.474293,company,MC1,Country_628643,,,2
185,SeaSpray Wave SRL Solutions,png xi  Line,partnership,1.735261,,MC1,,company,Country_628643,2
186,Mar del Oeste Pic,png xi  Line,partnership,0.864544,company,MC1,Country_628643,company,Vesperlandia,2
187,Mar del Oeste Pic,png xi  Line,partnership,1.680984,company,MC1,Vesperlandia,company,Country_628643,2
188,Mar del Oeste Pic,png xi  Line,ownership,2.452251,company,MC1,Country_628643,company,Vesperlandia,2
189,Mar del Oeste Pic,png xi  Line,ownership,1.635207,company,MC1,Vesperlandia,company,Country_628643,2
192,Seafood,png xi  Line,ownership,0.859600,company,MC1,Country_628643,,,2
193,Seafood,png xi  Line,ownership,0.870866,,MC1,,company,Country_628643,2
198,Playa del Cielo Kga,days,ownership,0.930204,company,MC1,Rio Isla,movement,,2
199,Playa del Cielo Kga,days,ownership,0.809262,movement,MC1,,company,Rio Isla,2
200,Morgan Bell,Playa del Cielo Kga,ownership,0.852945,company,MC1,Rio Isla,person,Country_895471,2
201,Morgan Bell,Playa del Cielo Kga,ownership,0.912526,person,MC1,Country_895471,company,Rio Isla,2
204,511915273,Playa del Cielo Kga,ownership,0.815597,company,MC1,Rio Isla,organization,,2
205,511915273,Playa del Cielo Kga,ownership,0.856240,organization,MC1,,company,Rio Isla,2
206,April,Playa del Cielo Kga,ownership,0.877371,company,MC1,Rio Isla,event,,2
207,April,Playa del Cielo Kga,ownership,0.857083,event,MC1,,company,Rio Isla,2
208,Playa del Cielo Kga,b03a6fc7-507a-4328-9814-57561acb4fc6,ownership,0.820523,company,MC1,Rio Isla,location,,2
209,Playa del Cielo Kga,b03a6fc7-507a-4328-9814-57561acb4fc6,ownership,0.834354,location,MC1,,company,Rio Isla,2
218,41398ea8-d14a-4666-80e8-6a212684d871,Estrella de Coral Ltd. Corporation Logistics,ownership,0.824552,location,MC1,,,,2
219,41398ea8-d14a-4666-80e8-6a212684d871,Estrella de Coral Ltd. Corporation Logistics,ownership,0.866879,,MC1,,location,,2
224,43454,86590543,ownership,0.837745,organization,MC1,,organization,,2
225,43454,86590543,ownership,0.840853,organization,MC1,,organization,,2
226,Mar del Oeste Pic,Ocean Fisheries Llc,ownership,6.059590,company,MC1,Vesperlandia,,,2
227,Mar del Oeste Pic,Ocean Fisheries Llc,ownership,2.576547,,MC1,,company,Vesperlandia,2
228,Mar del Oeste Pic,Ocean Fisheries Llc,partnership,0.829575,company,MC1,Vesperlandia,,,2
229,Mar del Oeste Pic,Ocean Fisheries Llc,partnership,0.826447,,MC1,,company,Vesperlandia,2
236,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,partnership,3.374103,company,MC1,Vesperlandia,,,2
237,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,partnership,1.718619,,MC1,,company,Vesperlandia,2
238,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,ownership,3.446472,company,MC1,Vesperlandia,,,2
239,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,ownership,1.731548,,MC1,,company,Vesperlandia,2
244,903311212,Mar del Oeste Pic,partnership,3.321390,company,MC1,Vesperlandia,organization,,2
245,903311212,Mar del Oeste Pic,partnership,1.780004,organization,MC1,,company,Vesperlandia,2
248,903311212,Mar del Oeste Pic,ownership,3.499780,company,MC1,Vesperlandia,organization,,2
249,903311212,Mar del Oeste Pic,ownership,4.480122,organization,MC1,,company,Vesperlandia,2
256,34731154,8787,partnership,0.900874,organization,MC1,,organization,,2
257,34731154,8787,partnership,0.924882,organization,MC1,,organization,,2
264,Tshikwea Corp Marine sanctuary,water,partnership,0.936138,vessel,MC1,,company,Marebak,2
265,Tshikwea Corp Marine sanctuary,water,partnership,0.905055,company,MC1,Marebak,vessel,,2
266,œDdï,œï,partnership,0.972193,,MC1,,,,2
267,œDdï,œï,partnership,0.940960,,MC1,,,,2
268,Æï,œï,partnership,0.967228,,MC1,,,,2
269,Æï,œï,partnership,0.952744,,MC1,,,,2
270,œgï,œï,partnership,0.963733,,MC1,,,,2
271,œgï,œï,partnership,0.959519,,MC1,,,,2
272,pï¿œï,œï,partnership,0.972378,,MC1,,,,2
273,pï¿œï,œï,partnership,0.950057,,MC1,,,,2
274,pï¿œï,œgï,partnership,0.972160,,MC1,,,,2
275,pï¿œï,œgï,partnership,0.955489,,MC1,,,,2
276,œgï,œï¿œï,partnership,0.970194,,MC1,,,,2
277,œgï,œï¿œï,partnership,0.963312,,MC1,,,,2
278,Kï,œgï,partnership,0.957169,,MC1,,,,2
279,Kï,œgï,partnership,0.963285,,MC1,,,,2
280,Jeremy Norris,SeaSpray Wave SRL Solutions,partnership,0.867756,person,MC1,Country_271835,,,2
281,Jeremy Norris,SeaSpray Wave SRL Solutions,partnership,1.683684,,MC1,,person,Country_271835,2
296,829,995899,ownership,0.890938,organization,MC1,,organization,,2
297,829,995899,ownership,0.879302,organization,MC1,,organization,,2
298,47249,829,ownership,0.870103,organization,MC1,,organization,,2
299,47249,829,ownership,0.832437,organization,MC1,,organization,,2
300,23399545,829,ownership,0.847215,organization,MC1,,organization,,2
301,23399545,829,ownership,0.888434,organization,MC1,,organization,,2
306,626,Morgan Bell,ownership,0.907553,person,MC1,Country_895471,political_organization,,2
307,626,Morgan Bell,ownership,0.812901,political_organization,MC1,,person,Country_895471,2
308,156,Morgan Bell,partnership,0.839456,person,MC1,Country_895471,political_organization,,2
309,156,Morgan Bell,partnership,0.878670,political_organization,MC1,,person,Country_895471,2
316,440994840,Bryan Johnston,ownership,0.806910,person,MC1,Oceanus,political_organization,,2
317,440994840,Bryan Johnston,ownership,0.860050,political_organization,MC1,,person,Oceanus,2
324,Mario Richardson,cefaf8b3-3aa2-4c59-b4aa-7974c8e1fe32,partnership,0.807772,location,MC1,,person,Country_459036,2
325,Mario Richardson,cefaf8b3-3aa2-4c59-b4aa-7974c8e1fe32,partnership,0.808656,person,MC1,Country_459036,location,,2
326,Estrella de Coral Ltd. Corporation Logistics,Mario Richardson,ownership,0.875480,person,MC1,Country_459036,,,2
327,Estrella de Coral Ltd. Corporation Logistics,Mario Richardson,ownership,0.918860,,MC1,,person,Country_459036,2
328,Estrella de Coral Ltd. Corporation Logistics,Peter Oliver,ownership,0.807503,person,MC1,Country_895471,,,2
329,Estrella de Coral Ltd. Corporation Logistics,Peter Oliver,ownership,0.831237,,MC1,,person,Country_895471,2
334,Scott Brown,days,ownership,0.834631,person,MC1,Country_271835,movement,,2
335,Scott Brown,days,ownership,0.943014,movement,MC1,,person,Country_271835,2
336,Benton Ltd. Liability Co,days,partnership,0.985231,movement,MC1,,company,Country_271835,2
337,Benton Ltd. Liability Co,days,partnership,0.967216,company,MC1,Country_271835,movement,,2
338,days,ninety,partnership,0.921964,movement,MC1,,movement,,2
339,days,ninety,partnership,0.954280,movement,MC1,,movement,,2
340,1225,Alan Wells,partnership,0.960596,organization,MC1,,person,Marebak,2
341,1225,Alan Wells,partnership,0.861140,person,MC1,Marebak,organization,,2
346,958085,Xavier Sanchez,partnership,0.904272,person,MC1,Syrithania,organization,,2
347,958085,Xavier Sanchez,partnership,0.835100,organization,MC1,,person,Syrithania,2
348,SeaSpray Wave SRL Solutions,Thomas Morales,partnership,0.868773,person,MC1,Country_542476,,,2
349,SeaSpray Wave SRL Solutions,Thomas Morales,partnership,0.908363,,MC1,,person,Country_542476,2
350,Ocean Fisheries Llc,Richard Perkins,partnership,1.683475,person,MC1,Oceanus,,,2
351,Ocean Fisheries Llc,Richard Perkins,partnership,0.839501,,MC1,,person,Oceanus,2
352,958085,Alicia Lee,partnership,0.852681,organization,MC1,,person,Country_271835,2
353,958085,Alicia Lee,partnership,0.900911,person,MC1,Country_271835,organization,,2
354,958085,Madhya Pradesh Market BV,partnership,0.880354,organization,MC1,,,,2
355,958085,Madhya Pradesh Market BV,partnership,0.913892,,MC1,,organization,,2
356,58623386,958085,partnership,0.864938,organization,MC1,,organization,,2
357,58623386,958085,partnership,0.903552,organization,MC1,,organization,,2
358,34252,958085,partnership,0.816476,organization,MC1,,organization,,2
359,34252,958085,partnership,0.916650,organization,MC1,,organization,,2
366,979893388,Erica Hamilton,ownership,0.847196,organization,MC1,,person,Marebak,2
367,979893388,Erica Hamilton,ownership,0.890057,person,MC1,Marebak,organization,,2
368,979893388,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.908736,organization,MC1,,location,,2
369,979893388,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.900007,location,MC1,,organization,,2
370,c01c6a10-60c9-4f11-9409-aa04c3963826,f2aee915-d483-4823-a030-9aac5e44c1fe,partnership,0.951036,location,MC1,,location,,2
371,c01c6a10-60c9-4f11-9409-aa04c3963826,f2aee915-d483-4823-a030-9aac5e44c1fe,partnership,0.897541,location,MC1,,location,,2
372,119411,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.870117,organization,MC1,,location,,2
373,119411,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.880451,location,MC1,,organization,,2
378,Madison Franklin,bottom,ownership,0.916514,vessel,MC1,,person,Country_271835,2
379,Madison Franklin,bottom,ownership,0.896293,person,MC1,Country_271835,vessel,,2
380,2913,5421,partnership,0.922301,organization,MC1,,organization,,2
381,2913,5421,partnership,0.918246,organization,MC1,,organization,,2
382,2913,Benton Ltd. Liability Co,partnership,0.982843,organization,MC1,,company,Country_271835,2
383,2913,Benton Ltd. Liability Co,partnership,0.882000,company,MC1,Country_271835,organization,,2
384,Nautical Navigators Kga United,Scott Wright,partnership,0.833566,person,MC1,Country_271835,,,2
385,Nautical Navigators Kga United,Scott Wright,partnership,0.812739,,MC1,,person,Country_271835,2
388,54217974,838200939,partnership,0.904986,organization,MC1,,political_organization,,2
389,54217974,838200939,partnership,0.806615,political_organization,MC1,,organization,,2
390,1354,160,partnership,0.900367,organization,MC1,,organization,,2
391,1354,160,partnership,0.921113,organization,MC1,,organization,,2
392,160,Ocean Fisheries Llc,ownership,1.780200,organization,MC1,,,,2
393,160,Ocean Fisheries Llc,ownership,1.731715,,MC1,,organization,,2
394,160,903311212,ownership,0.871131,organization,MC1,,organization,,2
395,160,903311212,ownership,0.880429,organization,MC1,,organization,,2
400,903311212,Ocean Fisheries Llc,partnership,3.395222,organization,MC1,,,,2
401,903311212,Ocean Fisheries Llc,partnership,2.475708,,MC1,,organization,,2
406,903311212,Ocean Fisheries Llc,ownership,0.804519,organization,MC1,,,,2
407,903311212,Ocean Fisheries Llc,ownership,1.657601,,MC1,,organization,,2
408,903311212,SeaSpray Wave SRL Solutions,ownership,5.179104,organization,MC1,,,,2
409,903311212,SeaSpray Wave SRL Solutions,ownership,5.186122,,MC1,,organization,,2
412,903311212,SeaSpray Wave SRL Solutions,partnership,2.540757,organization,MC1,,,,2
413,903311212,SeaSpray Wave SRL Solutions,partnership,1.629571,,MC1,,organization,,2
416,Moo,âAs,partnership,0.856610,event,MC1,,,,2
417,Moo,âAs,partnership,0.832815,,MC1,,event,,2
422,75471,Linda Holden,partnership,0.912223,organization,MC1,,person,Country_271835,2
423,75471,Linda Holden,partnership,0.899462,person,MC1,Country_271835,organization,,2
424,4962642,McGovern BBB,partnership,0.867985,organization,MC1,,,,2
425,4962642,McGovern BBB,partnership,0.825804,,MC1,,organization,,2
430,6406914,Moo,partnership,0.856482,organization,MC1,,,,2
431,6406914,Moo,partnership,0.890902,,MC1,,organization,,2
432,64338295,81,ownership,0.831012,organization,MC1,,organization,,2
433,64338295,81,ownership,0.872944,organization,MC1,,organization,,2
436,805275,94361818,ownership,0.847569,organization,MC1,,organization,,2
437,805275,94361818,ownership,0.938694,organization,MC1,,organization,,2
438,Benjamin Snyder,b3de0895-285e-4ea8-99bb-ffdc763f7038,ownership,0.852326,person,MC1,Orvietea,location,,2
439,Benjamin Snyder,b3de0895-285e-4ea8-99bb-ffdc763f7038,ownership,0.871765,location,MC1,,person,Orvietea,2
440,7490484,Kari Padilla,partnership,0.839585,organization,MC1,,person,Country_271835,2
441,7490484,Kari Padilla,partnership,0.808929,person,MC1,Country_271835,organization,,2
442,Benton Ltd. Liability Co,ninety,partnership,0.912897,company,MC1,Country_271835,movement,,2
443,Benton Ltd. Liability Co,ninety,partnership,0.958416,movement,MC1,,company,Country_271835,2
444,Benton Ltd. Liability Co,dup90,partnership,0.937916,company,MC1,Country_271835,event,,2
445,Benton Ltd. Liability Co,dup90,partnership,0.956565,event,MC1,,company,Country_271835,2
446,Benton Ltd. Liability Co,sh rn y Corporation,partnership,0.918121,company,MC1,Country_271835,,,2
447,Benton Ltd. Liability Co,sh rn y Corporation,partnership,0.958378,,MC1,,company,Country_271835,2
448,822596165,Benton Ltd. Liability Co,partnership,0.944790,company,MC1,Country_271835,organization,,2
449,822596165,Benton Ltd. Liability Co,partnership,0.981557,organization,MC1,,company,Country_271835,2
450,5421,Benton Ltd. Liability Co,partnership,0.974924,company,MC1,Country_271835,organization,,2
451,5421,Benton Ltd. Liability Co,partnership,0.982986,organization,MC1,,company,Country_271835,2
452,Benton Ltd. Liability Co,Pez Dorado BV Logistics,partnership,0.923978,company,MC1,Country_271835,company,Country_271835,2
453,Benton Ltd. Liability Co,Pez Dorado BV Logistics,partnership,0.982034,company,MC1,Country_271835,company,Country_271835,2
454,019d89a8-36be-4402-bf3c-d13cb982cf3f,Benton Ltd. Liability Co,partnership,0.936091,company,MC1,Country_271835,location,,2
455,019d89a8-36be-4402-bf3c-d13cb982cf3f,Benton Ltd. Liability Co,partnership,0.946715,location,MC1,,company,Country_271835,2
456,5421,Pez Dorado BV Logistics,partnership,0.949536,organization,MC1,,company,Country_271835,2
457,5421,Pez Dorado BV Logistics,partnership,0.924472,company,MC1,Country_271835,organization,,2
458,019d89a8-36be-4402-bf3c-d13cb982cf3f,sh rn y Corporation,partnership,0.881960,location,MC1,,,,2
459,019d89a8-36be-4402-bf3c-d13cb982cf3f,sh rn y Corporation,partnership,0.951401,,MC1,,location,,2
462,93252,Erica Hamilton,ownership,0.925126,organization,MC1,,person,Marebak,2
463,93252,Erica Hamilton,ownership,0.825904,person,MC1,Marebak,organization,,2
468,1354,Erica Hamilton,partnership,0.907011,person,MC1,Marebak,organization,,2
469,1354,Erica Hamilton,partnership,0.838156,organization,MC1,,person,Marebak,2
470,52193,Erica Hamilton,partnership,0.820903,person,MC1,Marebak,organization,,2
471,52193,Erica Hamilton,partnership,0.860474,organization,MC1,,person,Marebak,2
472,Eva,Sandra Martinez,partnership,0.911984,person,MC1,Country_144251,,,2
473,Eva,Sandra Martinez,partnership,0.948582,,MC1,,person,Country_144251,2
474,4942,Sandra Martinez,partnership,0.858884,person,MC1,Country_144251,organization,,2
475,4942,Sandra Martinez,partnership,0.914631,organization,MC1,,person,Country_144251,2
476,Ht Shipping,Sandra Martinez,partnership,0.849263,person,MC1,Country_144251,,,2
477,Ht Shipping,Sandra Martinez,partnership,0.862293,,MC1,,person,Country_144251,2
478,52193,Sandra Martinez,partnership,0.884326,person,MC1,Country_144251,organization,,2
479,52193,Sandra Martinez,partnership,0.861752,organization,MC1,,person,Country_144251,2
480,52193,Austin Welch,partnership,0.885067,person,MC1,Country_271835,organization,,2
481,52193,Austin Welch,partnership,0.880102,organization,MC1,,person,Country_271835,2
484,1354,982519647,partnership,0.849103,organization,MC1,,organization,,2
485,1354,982519647,partnership,0.930278,organization,MC1,,organization,,2
486,1354,923825740,partnership,0.877179,organization,MC1,,organization,,2
487,1354,923825740,partnership,0.856242,organization,MC1,,organization,,2
490,52193,Laura Joseph,partnership,0.829694,organization,MC1,,person,Country_144251,2
491,52193,Laura Joseph,partnership,0.885896,person,MC1,Country_144251,organization,,2
492,52193,Ht Shipping,partnership,0.826174,organization,MC1,,,,2
493,52193,Ht Shipping,partnership,0.884001,,MC1,,organization,,2
494,52193,Thai Union Seafood,partnership,0.885085,organization,MC1,,,,2
495,52193,Thai Union Seafood,partnership,0.882288,,MC1,,organization,,2
496,Ht Shipping,Laura Joseph,partnership,0.825301,person,MC1,Country_144251,,,2
497,Ht Shipping,Laura Joseph,partnership,0.816853,,MC1,,person,Country_144251,2
504,460859346,Forwading S.A. de C.V.,partnership,0.823877,political_organization,MC1,,,,2
505,460859346,Forwading S.A. de C.V.,partnership,0.892947,,MC1,,political_organization,,2
518,Kevin Burnett,Mar de la Vida OJSC,partnership,0.812323,person,MC1,Country_271835,,,2
519,Kevin Burnett,Mar de la Vida OJSC,partnership,0.884882,,MC1,,person,Country_271835,2
520,6eda4eb1-cdb8-4d61-8c72-fae33deb91a7,Sea Breezes GmbH & Co. KG Lighthouse,partnership,0.889957,location,MC1,,,,2
521,6eda4eb1-cdb8-4d61-8c72-fae33deb91a7,Sea Breezes GmbH & Co. KG Lighthouse,partnership,0.864057,,MC1,,location,,2
522,6242224,Paul Johnson,partnership,0.827354,political_organization,MC1,,person,Country_271835,2
523,6242224,Paul Johnson,partnership,0.822773,person,MC1,Country_271835,political_organization,,2
524,Luis Jones,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.931699,person,MC1,Riodelsol,location,,2
525,Luis Jones,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.983413,location,MC1,,person,Riodelsol,2
526,156,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.916957,location,MC1,,political_organization,,2
527,156,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.925574,political_organization,MC1,,location,,2
528,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.919516,location,MC1,,location,,2
529,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.911449,location,MC1,,location,,2
530,51,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.967088,location,MC1,,political_organization,,2
531,51,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.873646,political_organization,MC1,,location,,2
536,Sonia Fisheries Pvt,c01c6a10-60c9-4f11-9409-aa04c3963826,ownership,0.921157,location,MC1,,,,2
537,Sonia Fisheries Pvt,c01c6a10-60c9-4f11-9409-aa04c3963826,ownership,0.831570,,MC1,,location,,2
548,05d471b4-0e8c-4879-80b2-ef600220e09d,Texasâ,ownership,0.823324,,MC1,,location,,2
549,05d471b4-0e8c-4879-80b2-ef600220e09d,Texasâ,ownership,0.853588,location,MC1,,,,2
558,Christopher Fields,Sonia Fisheries Pvt,ownership,0.905857,person,MC1,Country_470077,,,2
559,Christopher Fields,Sonia Fisheries Pvt,ownership,0.868182,,MC1,,person,Country_470077,2
562,6 Ray LLC Enterprises,AirPods,partnership,0.901007,vessel,MC1,,,,2
563,6 Ray LLC Enterprises,AirPods,partnership,0.964768,,MC1,,vessel,,2
566,Christopher Cunningham,Estrella de Coral Ltd. Corporation Logistics,partnership,0.854794,person,MC1,Oceanus,,,2
567,Christopher Cunningham,Estrella de Coral Ltd. Corporation Logistics,partnership,0.800918,,MC1,,person,Oceanus,2
574,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,partnership,5.916487,,MC1,,,,2
575,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,partnership,0.849936,,MC1,,,,2
578,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,ownership,2.456995,,MC1,,,,2
579,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,ownership,6.033668,,MC1,,,,2
582,SMILE,âIllegal,partnership,0.944864,,MC1,,,,2
583,SMILE,âIllegal,partnership,0.989469,,MC1,,,,2
